question_id,question_text,option_letter,option_text,score,is_image
"6,""Super-refraction memengaruhi kinerja beberapa perangkat di anjungan kapal. Apa yang harus diperhatikan oleh petugas jaga di anjungan?"",b,""GPS dapat memberikan kesalahan posisi karena gangguan sinyal satelit."",0,0"
"6,""Super-refraction memengaruhi kinerja beberapa perangkat di anjungan kapal. Apa yang harus diperhatikan oleh petugas jaga di anjungan?"",c,""Jangkauan abnormal dari radio VHF dan deteksi radar jarak jauh."",0,0"
"6,""Super-refraction memengaruhi kinerja beberapa perangkat di anjungan kapal. Apa yang harus diperhatikan oleh petugas jaga di anjungan?"",d,""Radar akan menunjukkan clutter laut yang abnormal karena pulsa terperangkap dalam lapisan atmosfer."",0,0"
"7,""Traffic list dari stasiun pantai (coast-station) adalah daftar dari:"",a,""Tanda panggil kapal yang ditujukan untuk panggilan radio-telepon, telegram, atau jenis panggilan lainnya."",0,0"
"7,""Traffic list dari stasiun pantai (coast-station) adalah daftar dari:"",b,""Nama kapal yang atas nama keselamatan laut sedang diarahkan oleh sistem kontrol lalu lintas."",0,0"
"7,""Traffic list dari stasiun pantai (coast-station) adalah daftar dari:"",c,""Nama kapal yang dijadwalkan untuk sandar."",0,0"
"7,""Traffic list dari stasiun pantai (coast-station) adalah daftar dari:"",d,""Informasi navigasi dan cuaca yang relevan."",0,0"
"8,""Apa arti dari tanda bendera sinyal ini?"",a,""Apakah Anda memerlukan bantuan?"",0,0"
"8,""Apa arti dari tanda bendera sinyal ini?"",b,""Saya membutuhkan bantuan segera."",0,0"
"8,""Apa arti dari tanda bendera sinyal ini?"",c,""Tetaplah di tempat untuk membantu saya."",0,0"
"8,""Apa arti dari tanda bendera sinyal ini?"",d,""Saya memerlukan bantuan medis."",0,0"
"9,""Komunikasi MF Distress seharusnya dijalankan:"",a,""Dalam mode G3E – secara basis duplex."",0,0"
"9,""Komunikasi MF Distress seharusnya dijalankan:"",b,""Dalam mode G3E – secara basis simplex."",0,0"
"9,""Komunikasi MF Distress seharusnya dijalankan:"",c,""Dalam mode J3E – secara basis duplex."",0,0"
"9,""Komunikasi MF Distress seharusnya dijalankan:"",d,""Dalam mode J3E – secara basis simplex."",0,0"
"10,""Cara terbaik untuk mengidentifikasi sebuah IED (Improvised Explosive Device) adalah:"",a,""Menggoyangkan objek tersebut."",0,0"
"10,""Cara terbaik untuk mengidentifikasi sebuah IED (Improvised Explosive Device) adalah:"",b,""Menimbang objek. Jika beratnya lebih dari normal, maka itu dicurigai sebagai IED."",0,0"
"10,""Cara terbaik untuk mengidentifikasi sebuah IED (Improvised Explosive Device) adalah:"",c,""IED dapat terlihat seperti objek apa pun, oleh karena itu penting agar kru yang paling akrab dengan area tertentu yang melakukan pencarian."",0,0"
"10,""Cara terbaik untuk mengidentifikasi sebuah IED (Improvised Explosive Device) adalah:"",d,""Mengukur ukuran objek tersebut."",0,0"
"11,""Apa istilah untuk bangkai kapal pesiar yang mengapung di laut?"",a,""Sampah."",0,0"
"11,""Apa istilah untuk bangkai kapal pesiar yang mengapung di laut?"",b,""Puing-puing."",0,0"
"11,""Apa istilah untuk bangkai kapal pesiar yang mengapung di laut?"",c,""Flotsam."",0,0"
"11,""Apa istilah untuk bangkai kapal pesiar yang mengapung di laut?"",d,""Polusi."",0,0"
"12,""Abdominal Thrust adalah nama teknik yang melibatkan serangkaian dorongan ke perut bagian atas untuk memaksa udara keluar dari paru-paru korban yang tersedak. Bagaimana cara melakukan teknik ini?"",a,""Keluarkan sumbatan dan pulihkan pernapasan normal."",0,0"
"12,""Abdominal Thrust adalah nama teknik yang melibatkan serangkaian dorongan ke perut bagian atas untuk memaksa udara keluar dari paru-paru korban yang tersedak. Bagaimana cara melakukan teknik ini?"",b,""Baringkan korban di permukaan keras (misalnya geladak) dan tekan dengan kuat dan cepat pada bagian tengah bawah tulang dada."",0,0"
"12,""Abdominal Thrust adalah nama teknik yang melibatkan serangkaian dorongan ke perut bagian atas untuk memaksa udara keluar dari paru-paru korban yang tersedak. Bagaimana cara melakukan teknik ini?"",c,""Berdiri di belakang korban. Kepalkan tangan dengan ibu jari mengarah ke dalam di tengah perut bagian atas. Pegang kepalan tangan Anda dengan tangan lainnya dan tarik dengan cepat ke dalam."",0,0"
"12,""Abdominal Thrust adalah nama teknik yang melibatkan serangkaian dorongan ke perut bagian atas untuk memaksa udara keluar dari paru-paru korban yang tersedak. Bagaimana cara melakukan teknik ini?"",d,""Biarkan korban menggantungkan tubuhnya ke bawah selama minimal 5 menit."",0,0"
"13,""Metode transmisi-penerimaan, di mana kedua stasiun dapat mentransmisikan dan menerima pada waktu yang bersamaan disebut:"",a,""Tidak satupun dari yang disebutkan."",0,0"
"13,""Metode transmisi-penerimaan, di mana kedua stasiun dapat mentransmisikan dan menerima pada waktu yang bersamaan disebut:"",b,""Semi-duplex."",0,0"
"13,""Metode transmisi-penerimaan, di mana kedua stasiun dapat mentransmisikan dan menerima pada waktu yang bersamaan disebut:"",c,""Duplex."",0,0"
"13,""Metode transmisi-penerimaan, di mana kedua stasiun dapat mentransmisikan dan menerima pada waktu yang bersamaan disebut:"",d,""Simplex."",0,0"
"14,""Menurut Kode IMDG, bagaimana definisi Serat Mudah Terbakar (Readily Combustible Fibres)?"",a,""Serat, zat berbentuk bubuk, granular, atau pasta yang dapat menyala sendiri."",0,0"
"14,""Menurut Kode IMDG, bagaimana definisi Serat Mudah Terbakar (Readily Combustible Fibres)?"",b,""Serat, zat berbentuk bubuk, granular, atau pasta yang berbahaya jika mudah menyala saat kontak singkat dengan sumber api dan jika nyalanya cepat menyebar."",0,0"
"14,""Menurut Kode IMDG, bagaimana definisi Serat Mudah Terbakar (Readily Combustible Fibres)?"",c,""Zat padat apa pun yang dapat menyala sendiri."",0,0"
"14,""Menurut Kode IMDG, bagaimana definisi Serat Mudah Terbakar (Readily Combustible Fibres)?"",d,""Zat yang akan memanas dan menyala akibat penyalaan zat lain."",0,0"
"15,""Apa jarak terpendek antara dua titik di permukaan bumi?"",a,""Lingkaran kecil."",0,0"
"15,""Apa jarak terpendek antara dua titik di permukaan bumi?"",b,""Komposit lingkaran besar."",0,0"
"15,""Apa jarak terpendek antara dua titik di permukaan bumi?"",c,""Garis Rhumb (Rhumb line)."",0,0"
"15,""Apa jarak terpendek antara dua titik di permukaan bumi?"",d,""Lingkaran besar (Great Circle)."",0,0"
"16,""Syok adalah kondisi akibat terganggunya sirkulasi darah karena tekanan atau volume darah yang turun ke tingkat berbahaya. Apa warna kulit pasien yang mengalami syok?"",a,""Biru tua."",0,0"
"16,""Syok adalah kondisi akibat terganggunya sirkulasi darah karena tekanan atau volume darah yang turun ke tingkat berbahaya. Apa warna kulit pasien yang mengalami syok?"",b,""Biru muda."",0,0"
"16,""Syok adalah kondisi akibat terganggunya sirkulasi darah karena tekanan atau volume darah yang turun ke tingkat berbahaya. Apa warna kulit pasien yang mengalami syok?"",c,""Pucat atau abu-abu."",0,0"
"16,""Syok adalah kondisi akibat terganggunya sirkulasi darah karena tekanan atau volume darah yang turun ke tingkat berbahaya. Apa warna kulit pasien yang mengalami syok?"",d,""Hijau atau ungu."",0,0"
"17,""Prosedur pencatatan notifikasi (OPA-90):"",a,""Hanya komunikasi dengan USCG."",0,0"
"17,""Prosedur pencatatan notifikasi (OPA-90):"",b,""Hanya laporan lisan untuk dokumentasi."",0,0"
"17,""Prosedur pencatatan notifikasi (OPA-90):"",c,""Setiap laporan atau pesan harus dicatat termasuk waktu dan tanggal."",0,0"
"17,""Prosedur pencatatan notifikasi (OPA-90):"",d,""Hanya laporan awal yang perlu dicatat."",0,0"
"18,""Perangkat EPIRB 406 MHz Cospas-Sarsat dapat diuji apakah berfungsi dengan baik menggunakan:"",a,""Meminta RCC untuk melakukan uji coba."",0,0"
"18,""Perangkat EPIRB 406 MHz Cospas-Sarsat dapat diuji apakah berfungsi dengan baik menggunakan:"",b,""Fungsi uji coba perangkat itu sendiri (testing function of the device)."",0,0"
"18,""Perangkat EPIRB 406 MHz Cospas-Sarsat dapat diuji apakah berfungsi dengan baik menggunakan:"",c,""Uji transmisi dari satelit Cospas-Sarsat."",0,0"
"18,""Perangkat EPIRB 406 MHz Cospas-Sarsat dapat diuji apakah berfungsi dengan baik menggunakan:"",d,""Pengujian bulanan oleh RCC sesuai regulasi."",0,0"
"19,""Penerimaan sinyal bahaya (distress alert) harus diucapkan sebagai berikut:"",a,""Mayday (1x), tanda panggil kapal dalam bahaya (3x) / ini adalah / tanda panggil sendiri (3x) / received mayday."",0,0"
"19,""Penerimaan sinyal bahaya (distress alert) harus diucapkan sebagai berikut:"",b,""Mayday (3x) / ini adalah / tanda panggil sendiri (3x) / received mayday / tanda panggil kapal dalam bahaya (1x)."",0,0"
"19,""Penerimaan sinyal bahaya (distress alert) harus diucapkan sebagai berikut:"",c,""Mayday (1x) / ini adalah / tanda panggil sendiri (3x) / received mayday."",0,0"
"19,""Penerimaan sinyal bahaya (distress alert) harus diucapkan sebagai berikut:"",d,""Mayday (1x) / distress alert / tanda panggil kapal sendiri."",0,0"
"20,""Jika sinyal darurat DSC diterima di kapal Anda, tindakan pertama apa yang harus dilakukan?"",a,""Hubungi otoritas SAR melalui stasiun radio pantai terdekat."",0,0"
"20,""Jika sinyal darurat DSC diterima di kapal Anda, tindakan pertama apa yang harus dilakukan?"",b,""Tentukan seberapa dekat kapal Anda dengan kapal dalam bahaya."",0,0"
"20,""Jika sinyal darurat DSC diterima di kapal Anda, tindakan pertama apa yang harus dilakukan?"",c,""Dengarkan pesan darurat pada frekuensi radio yang sesuai selama 5 menit."",0,0"
"20,""Jika sinyal darurat DSC diterima di kapal Anda, tindakan pertama apa yang harus dilakukan?"",d,""Segera jawab pesan darurat pada frekuensi radio yang benar."",0,0"
"21,""Data apa saja yang harus dimasukkan ke sebagian besar gyro compass untuk mengurangi kemungkinan kesalahan kompas?"",a,""Sudut kemudi maksimum dan periode olengan."",0,0"
"21,""Data apa saja yang harus dimasukkan ke sebagian besar gyro compass untuk mengurangi kemungkinan kesalahan kompas?"",b,""Lintang dan Kecepatan."",0,0"
"21,""Data apa saja yang harus dimasukkan ke sebagian besar gyro compass untuk mengurangi kemungkinan kesalahan kompas?"",c,""Semua data dari pilihan jawaban."",0,0"
"21,""Data apa saja yang harus dimasukkan ke sebagian besar gyro compass untuk mengurangi kemungkinan kesalahan kompas?"",d,""Deviasi dan Variasi"",0,0"
"22,""Anda ingin mengirim pesan DSC karena ada situasi orang jatuh ke laut (man overboard) dan membutuhkan bantuan dari kapal lain. Anda harus memilih kategori:"",a,""Keselamatan."",0,0"
"22,""Anda ingin mengirim pesan DSC karena ada situasi orang jatuh ke laut (man overboard) dan membutuhkan bantuan dari kapal lain. Anda harus memilih kategori:"",b,""Mendesak."",0,0"
"22,""Anda ingin mengirim pesan DSC karena ada situasi orang jatuh ke laut (man overboard) dan membutuhkan bantuan dari kapal lain. Anda harus memilih kategori:"",c,""Individual."",0,0"
"22,""Anda ingin mengirim pesan DSC karena ada situasi orang jatuh ke laut (man overboard) dan membutuhkan bantuan dari kapal lain. Anda harus memilih kategori:"",d,""Darurat."",0,0"
"23,""Kode layanan Telex Inmarsat “31” dapat digunakan untuk:"",a,""Meminta bantuan medis."",0,0"
"23,""Kode layanan Telex Inmarsat “31” dapat digunakan untuk:"",b,""Ketika ada masalah teknis pada terminal Inmarsat."",0,0"
"23,""Kode layanan Telex Inmarsat “31” dapat digunakan untuk:"",c,""Ketika stasiun pantai tidak berfungsi."",0,0"
"23,""Kode layanan Telex Inmarsat “31” dapat digunakan untuk:"",d,""Meminta informasi maritim."",0,0"
"24,""Kapan pemeriksaan operasional terhadap peralatan navigasi harus dilakukan?"",a,""Ketika dicurigai ada kerusakan pada peralatan."",0,0"
"24,""Kapan pemeriksaan operasional terhadap peralatan navigasi harus dilakukan?"",b,""Sesering mungkin."",0,0"
"24,""Kapan pemeriksaan operasional terhadap peralatan navigasi harus dilakukan?"",c,""Saat mempersiapkan keberangkatan dan memasuki pelabuhan serta secara berkala selama pelayaran."",0,0"
"24,""Kapan pemeriksaan operasional terhadap peralatan navigasi harus dilakukan?"",d,""Ketika ada kesempatan dan waktu memungkinkan."",0,0"
"25,""Kapal sedang berlayar dalam kabut tebal dengan jarak pandang kurang dari satu mil. Radar Arpa disetel pada jangkauan 12 mil dengan haluan 314°, dan kapal sendiri memiliki vektor seperti yang ditunjukkan. Apa mode vektor yang dipilih pada Arpa?"",a,""Relative vectors (Vektor relatif)."",0,0"
"25,""Kapal sedang berlayar dalam kabut tebal dengan jarak pandang kurang dari satu mil. Radar Arpa disetel pada jangkauan 12 mil dengan haluan 314°, dan kapal sendiri memiliki vektor seperti yang ditunjukkan. Apa mode vektor yang dipilih pada Arpa?"",b,""True vectors (Vektor sejati)."",0,0"
"25,""Kapal sedang berlayar dalam kabut tebal dengan jarak pandang kurang dari satu mil. Radar Arpa disetel pada jangkauan 12 mil dengan haluan 314°, dan kapal sendiri memiliki vektor seperti yang ditunjukkan. Apa mode vektor yang dipilih pada Arpa?"",c,""Relative vectors, sea stabilised (Vektor relatif, stabil laut)."",0,0"
"25,""Kapal sedang berlayar dalam kabut tebal dengan jarak pandang kurang dari satu mil. Radar Arpa disetel pada jangkauan 12 mil dengan haluan 314°, dan kapal sendiri memiliki vektor seperti yang ditunjukkan. Apa mode vektor yang dipilih pada Arpa?"",d,""Relative vectors, ground stabilised (Vektor relatif, stabil tanah)."",0,0"
"26,""Peralatan mana yang akan mendeteksi sinyal dari transponder SART?"",a,""Pendeteksi arah radio (Radio Direction Finder)."",0,0"
"26,""Peralatan mana yang akan mendeteksi sinyal dari transponder SART?"",b,""Radar pita X (X-band radar)."",0,0"
"26,""Peralatan mana yang akan mendeteksi sinyal dari transponder SART?"",c,""Penerima DSC (DSC receiver)."",0,0"
"26,""Peralatan mana yang akan mendeteksi sinyal dari transponder SART?"",d,""Radar pita S (S-band radar)."",0,0"
"27,""Opsi mana yang secara benar mengidentifikasi arti singkatan ZOC dalam kaitannya dengan ECDIS?"",a,""Zone of Confusion (Zona Kebingungan)."",0,0"
"27,""Opsi mana yang secara benar mengidentifikasi arti singkatan ZOC dalam kaitannya dengan ECDIS?"",b,""Zone of Communications (Zona Komunikasi)."",0,0"
"27,""Opsi mana yang secara benar mengidentifikasi arti singkatan ZOC dalam kaitannya dengan ECDIS?"",c,""Zero on Carbon (Nol Karbon)."",0,0"
"27,""Opsi mana yang secara benar mengidentifikasi arti singkatan ZOC dalam kaitannya dengan ECDIS?"",d,""Zone of Confidence (Zona Kepercayaan)."",0,0"
"28,""Apa keuntungan utama dari sistem navigasi satelit Navstar, Glonass dan Galileo?"",a,""Sistem ini semuanya dibuat khusus untuk kapal dan operasi kelautan."",0,0"
"28,""Apa keuntungan utama dari sistem navigasi satelit Navstar, Glonass dan Galileo?"",b,""Jika kapal menggunakan salah satu dari sistem ini, maka tidak perlu."",0,0"
"28,""Apa keuntungan utama dari sistem navigasi satelit Navstar, Glonass dan Galileo?"",c,""Sistem satelit ini memberikan cakupan global 24 jam sehari."",0,0"
"28,""Apa keuntungan utama dari sistem navigasi satelit Navstar, Glonass dan Galileo?"",d,""Sistem navigasi satelit juga memberikan informasi tentang kondisi cuaca dan gelombang."",0,0"
"29,""Pengoperasian yang benar dari terminal Inmarsat-C dapat diuji dengan:"",a,""Melakukan """"link test""""."",0,0"
"29,""Pengoperasian yang benar dari terminal Inmarsat-C dapat diuji dengan:"",b,""Mengirim pesan ke MF DSC."",0,0"
"29,""Pengoperasian yang benar dari terminal Inmarsat-C dapat diuji dengan:"",c,""Melakukan """"recommissioning test""""."",0,0"
"29,""Pengoperasian yang benar dari terminal Inmarsat-C dapat diuji dengan:"",d,""Meminta """"self test""""."",0,0"
"30,""Manakah dari berikut ini yang merupakan Kode Identifikasi Otoritas Akuntansi?"",a,""FR01."",0,0"
"30,""Manakah dari berikut ini yang merupakan Kode Identifikasi Otoritas Akuntansi?"",b,""2187.5."",0,0"
"30,""Manakah dari berikut ini yang merupakan Kode Identifikasi Otoritas Akuntansi?"",c,""227909850."",0,0"
"30,""Manakah dari berikut ini yang merupakan Kode Identifikasi Otoritas Akuntansi?"",d,""F1B."",0,0"
"31,""Pengulangan panggilan marabahaya oleh RCC untuk stasiun pantai diawali dengan:"",a,""PAN-PAN (3x)."",0,0"
"31,""Pengulangan panggilan marabahaya oleh RCC untuk stasiun pantai diawali dengan:"",b,""MAYDAY RELAY (3x)."",0,0"
"31,""Pengulangan panggilan marabahaya oleh RCC untuk stasiun pantai diawali dengan:"",c,""MAYDAY (3x)."",0,0"
"31,""Pengulangan panggilan marabahaya oleh RCC untuk stasiun pantai diawali dengan:"",d,""ISTRESS (3x)."",0,0"
"32,""Cuaca seperti apa yang biasanya terjadi di pusat Antisiklon (wilayah bertekanan tinggi)?"",a,""Angin kencang tapi hujan sangat sedikit."",0,0"
"32,""Cuaca seperti apa yang biasanya terjadi di pusat Antisiklon (wilayah bertekanan tinggi)?"",b,""Hujan terus menerus dan cuaca sangat lembap."",0,0"
"32,""Cuaca seperti apa yang biasanya terjadi di pusat Antisiklon (wilayah bertekanan tinggi)?"",c,""Angin kencang dan hujan deras."",0,0"
"32,""Cuaca seperti apa yang biasanya terjadi di pusat Antisiklon (wilayah bertekanan tinggi)?"",d,""Angin ringan dan cuaca cerah, kadang berkabut."",0,0"
"33,""""""RECEIVED MAYDAY"""" digunakan dalam:"",a,""Penerimaan peringatan marabahaya (distress alert)."",0,0"
"33,""""""RECEIVED MAYDAY"""" digunakan dalam:"",b,""Saat menerima laporan cuaca."",0,0"
"33,""""""RECEIVED MAYDAY"""" digunakan dalam:"",c,""Laporan tambahan terhadap sinyal marabahaya."",0,0"
"33,""""""RECEIVED MAYDAY"""" digunakan dalam:"",d,""Sinyal marabahaya."",0,0"
"34,""Dengan tampilan radar gerak relatif (relative motion radar display), apa arti gema dari target tanpa jejak (trail)? Catatan: ini adalah jejak target, bukan vektor."",a,""Target berhenti dan tidak bergerak di air."",0,0"
"34,""Dengan tampilan radar gerak relatif (relative motion radar display), apa arti gema dari target tanpa jejak (trail)? Catatan: ini adalah jejak target, bukan vektor."",b,""Target berada pada jalur tabrakan dengan kapal sendiri."",0,0"
"34,""Dengan tampilan radar gerak relatif (relative motion radar display), apa arti gema dari target tanpa jejak (trail)? Catatan: ini adalah jejak target, bukan vektor."",c,""Target berada pada arah tetap dan semakin mendekati kapal sendiri."",0,0"
"34,""Dengan tampilan radar gerak relatif (relative motion radar display), apa arti gema dari target tanpa jejak (trail)? Catatan: ini adalah jejak target, bukan vektor."",d,""Target berada pada jalur dan kecepatan yang sama dengan kapal sendiri."",0,0"
"35,""Sebuah satelit menerima transmisi dari 406 MHz Cospas-Sarsat EPIRB. Transmisi dari EPIRB akan:"",a,""Diteruskan ketika satelit melintasi khatulistiwa."",0,0"
"35,""Sebuah satelit menerima transmisi dari 406 MHz Cospas-Sarsat EPIRB. Transmisi dari EPIRB akan:"",b,""Hanya diteruskan ke LUT jika satelit melihat baik EPIRB maupun LUT."",0,0"
"35,""Sebuah satelit menerima transmisi dari 406 MHz Cospas-Sarsat EPIRB. Transmisi dari EPIRB akan:"",c,""Selalu diteruskan ke LUT."",0,0"
"35,""Sebuah satelit menerima transmisi dari 406 MHz Cospas-Sarsat EPIRB. Transmisi dari EPIRB akan:"",d,""Hanya diteruskan ke LUT di antara lintang 70° Utara dan 70° Selatan."",0,0"
"36,""Langkah untuk plotting posisi pada peta dengan baringan kompas adalah ?"",a,""Baringan kompas target, dikoreksi deviasi, plotting pada peta"",0,0"
"36,""Langkah untuk plotting posisi pada peta dengan baringan kompas adalah ?"",b,""Baringan kompas target, dikoreksi variasi, plotting pada peta"",0,0"
"36,""Langkah untuk plotting posisi pada peta dengan baringan kompas adalah ?"",c,""Baringan kompas target, dikoreksi sembir, plotting pada peta"",0,0"
"36,""Langkah untuk plotting posisi pada peta dengan baringan kompas adalah ?"",d,""Baringan kompas target, plotting pada peta"",0,0"
"37,""Dalam suatu pelayaran, kita diwajibkan mengirimkan “noon report” ke perusahaan, Berikut informasi data yang dikirimkan, kecuali :"",a,""Posisi kapal"",0,0"
"37,""Dalam suatu pelayaran, kita diwajibkan mengirimkan “noon report” ke perusahaan, Berikut informasi data yang dikirimkan, kecuali :"",b,""Konsumsi bahan bakar dan air tawar"",0,0"
"37,""Dalam suatu pelayaran, kita diwajibkan mengirimkan “noon report” ke perusahaan, Berikut informasi data yang dikirimkan, kecuali :"",c,""Konsumsi provision"",0,0"
"37,""Dalam suatu pelayaran, kita diwajibkan mengirimkan “noon report” ke perusahaan, Berikut informasi data yang dikirimkan, kecuali :"",d,""Kecepatan rata-rata dan perkiraan waktu tiba"",0,0"
"38,""Tentukan haluan sejati bila bila haluan kompas 060° Deviasi 10° E dan variasi 12° W :"",a,""048°"",0,0"
"38,""Tentukan haluan sejati bila bila haluan kompas 060° Deviasi 10° E dan variasi 12° W :"",b,""056°"",0,0"
"38,""Tentukan haluan sejati bila bila haluan kompas 060° Deviasi 10° E dan variasi 12° W :"",c,""058°"",0,0"
"38,""Tentukan haluan sejati bila bila haluan kompas 060° Deviasi 10° E dan variasi 12° W :"",d,""068°"",0,0"
"39,""Dalam menghitung nilai “compass error” saat kita berlayar dekat dengan pulau-pulau / pantai, metode apa yang akan kita gunakan ?"",a,""Transit bearing / membaring 2 benda menjadi satu"",0,0"
"39,""Dalam menghitung nilai “compass error” saat kita berlayar dekat dengan pulau-pulau / pantai, metode apa yang akan kita gunakan ?"",b,""Azimuth matahari"",0,0"
"39,""Dalam menghitung nilai “compass error” saat kita berlayar dekat dengan pulau-pulau / pantai, metode apa yang akan kita gunakan ?"",c,""Azimuth benda-benda angkasa"",0,0"
"39,""Dalam menghitung nilai “compass error” saat kita berlayar dekat dengan pulau-pulau / pantai, metode apa yang akan kita gunakan ?"",d,""Membaring benda / target yang dikenal di peta"",0,0"
"40,""Apa arti bendera ini?"",a,""Ya (affirmative)."",0,0"
"40,""Apa arti bendera ini?"",b,""Saya memiliki penyelam di bawah air; hindari dan jaga kecepatan rendah."",0,0"
"40,""Apa arti bendera ini?"",c,""Kapal saya berhenti dan tidak bergerak di air."",0,0"
"40,""Apa arti bendera ini?"",d,""Saya ingin berkomunikasi dengan Anda."",0,0"
"41,""Saat berlayar dalam jarak pandang terbatas, bagaimana perwira jaga (OOW) dapat memastikan pengawasan yang efektif tetap terjaga?"",a,""Membunyikan sinyal kabut, menyiapkan mesin untuk manuver."",0,0"
"41,""Saat berlayar dalam jarak pandang terbatas, bagaimana perwira jaga (OOW) dapat memastikan pengawasan yang efektif tetap terjaga?"",b,""Semua jawaban yang disarankan."",0,0"
"41,""Saat berlayar dalam jarak pandang terbatas, bagaimana perwira jaga (OOW) dapat memastikan pengawasan yang efektif tetap terjaga?"",c,""Memantau radar secara terus-menerus, menambah pengamat untuk suara maupun penglihatan."",0,0"
"41,""Saat berlayar dalam jarak pandang terbatas, bagaimana perwira jaga (OOW) dapat memastikan pengawasan yang efektif tetap terjaga?"",d,""Memantau informasi target AIS dan mendengarkan radio."",0,0"
"42,""Panggilan darurat (distress-call) melalui RCC di atas kapal hanya akan diterima jika:"",a,""Manajer memberikan perintah."",0,0"
"42,""Panggilan darurat (distress-call) melalui RCC di atas kapal hanya akan diterima jika:"",b,""Perwira jaga (OOW) menganggap perlu."",0,0"
"42,""Panggilan darurat (distress-call) melalui RCC di atas kapal hanya akan diterima jika:"",c,""OSC dari RCC yang bersangkutan mengundang kapal."",0,0"
"42,""Panggilan darurat (distress-call) melalui RCC di atas kapal hanya akan diterima jika:"",d,""Kapten memberikan perintah."",0,0"
"43,""Sistem DSC menggunakan identifikasi otomatis MMSI. Identifikasi 002442000 ditetapkan untuk:"",a,""Stasiun pantai atau stasiun penjaga pantai."",0,0"
"43,""Sistem DSC menggunakan identifikasi otomatis MMSI. Identifikasi 002442000 ditetapkan untuk:"",b,""Sekelompok kapal."",0,0"
"43,""Sistem DSC menggunakan identifikasi otomatis MMSI. Identifikasi 002442000 ditetapkan untuk:"",c,""Jenis kapal."",0,0"
"43,""Sistem DSC menggunakan identifikasi otomatis MMSI. Identifikasi 002442000 ditetapkan untuk:"",d,""Sebuah kapal."",0,0"
"44,""Pengujian berkala yang ditentukan terhadap perangkat radio harus dicatat dalam:"",a,""Komunikasi radio maritim manual."",0,0"
"44,""Pengujian berkala yang ditentukan terhadap perangkat radio harus dicatat dalam:"",b,""Buku catatan dek kapal."",0,0"
