question_id,question_text,option_letter,option_text,score,is_image
"4,""Dua kapal berlayar dalam arah berlawanan akan saling melewati di sungai sempit, seperti ilustrasi. Jelaskan apa yang kemungkinan akan terjadi saat mereka saling melewati?"",c,""Karena interaksi, haluan kapal akan saling tolak, lalu saat sejajar kedua kapal akan tersedot saling mendekat, dan akhirnya buritan akan saling tolak saat mulai menjauh."",0,0"
"4,""Dua kapal berlayar dalam arah berlawanan akan saling melewati di sungai sempit, seperti ilustrasi. Jelaskan apa yang kemungkinan akan terjadi saat mereka saling melewati?"",d,""Akan sangat sedikit pengaruh antara kedua kapal saat mereka saling melewati."",0,0"
"5,""Siapa yang dapat menghubungi Petugas yang Ditunjuk (Designated Person) terkait kekhawatiran mereka tentang keselamatan?"",a,""Hanya staf darat perusahaan"",0,0"
"5,""Siapa yang dapat menghubungi Petugas yang Ditunjuk (Designated Person) terkait kekhawatiran mereka tentang keselamatan?"",b,""Hanya perwira senior"",0,0"
"5,""Siapa yang dapat menghubungi Petugas yang Ditunjuk (Designated Person) terkait kekhawatiran mereka tentang keselamatan?"",c,""Hanya nakhoda"",0,0"
"5,""Siapa yang dapat menghubungi Petugas yang Ditunjuk (Designated Person) terkait kekhawatiran mereka tentang keselamatan?"",d,""Semua anggota awak kapal"",0,0"
"6,""Dari kode dua digit berikut, mana yang digunakan untuk mendapatkan bantuan maritim?"",a,""42"",0,0"
"6,""Dari kode dua digit berikut, mana yang digunakan untuk mendapatkan bantuan maritim?"",b,""26"",0,0"
"6,""Dari kode dua digit berikut, mana yang digunakan untuk mendapatkan bantuan maritim?"",c,""32"",0,0"
"6,""Dari kode dua digit berikut, mana yang digunakan untuk mendapatkan bantuan maritim?"",d,""39"",0,0"
"7,""Berapa lama masa berlaku dari Sertifikat Manajemen Keselamatan (Safety Management Certificate)?"",a,""1 tahun."",0,0"
"7,""Berapa lama masa berlaku dari Sertifikat Manajemen Keselamatan (Safety Management Certificate)?"",b,""2 tahun."",0,0"
"7,""Berapa lama masa berlaku dari Sertifikat Manajemen Keselamatan (Safety Management Certificate)?"",c,""6 bulan."",0,0"
"7,""Berapa lama masa berlaku dari Sertifikat Manajemen Keselamatan (Safety Management Certificate)?"",d,""5 tahun"",0,0"
"8,""Apa tindakan yang harus diambil oleh Perwira Jaga (Officer of the Watch) ketika alat kemudi kapal mengalami kegagalan?"",a,""Menampilkan sinyal NUC (Not Under Command) dan mempertimbangkan untuk menghentikan mesin."",0,0"
"8,""Apa tindakan yang harus diambil oleh Perwira Jaga (Officer of the Watch) ketika alat kemudi kapal mengalami kegagalan?"",b,""Menghubungi Nakhoda dan memberitahukan situasi."",0,0"
"8,""Apa tindakan yang harus diambil oleh Perwira Jaga (Officer of the Watch) ketika alat kemudi kapal mengalami kegagalan?"",c,""Semua jawaban yang disebutkan."",0,0"
"8,""Apa tindakan yang harus diambil oleh Perwira Jaga (Officer of the Watch) ketika alat kemudi kapal mengalami kegagalan?"",d,""Meminta ruang mesin untuk memeriksa alat kemudi"",0,0"
"9,""Pesan berikut diterima di pengendali DSC di kapal: DOO: 245329000 CH16; S distress ack 244123000. Stasiun mana yang mengirim tanda terima tanda bahaya tersebut?"",a,""244123000."",0,0"
"9,""Pesan berikut diterima di pengendali DSC di kapal: DOO: 245329000 CH16; S distress ack 244123000. Stasiun mana yang mengirim tanda terima tanda bahaya tersebut?"",b,""002453290."",0,0"
"9,""Pesan berikut diterima di pengendali DSC di kapal: DOO: 245329000 CH16; S distress ack 244123000. Stasiun mana yang mengirim tanda terima tanda bahaya tersebut?"",c,""245329000."",0,0"
"9,""Pesan berikut diterima di pengendali DSC di kapal: DOO: 245329000 CH16; S distress ack 244123000. Stasiun mana yang mengirim tanda terima tanda bahaya tersebut?"",d,""Tidak ada yang disebutkan."",0,0"
"10,""Apa yang dimaksud dengan “UNDER KEEL CLEARANCE” dalam gambar berikut?"",a,""Under Keel Clearance ditunjukkan oleh huruf A dalam gambar."",0,0"
"10,""Apa yang dimaksud dengan “UNDER KEEL CLEARANCE” dalam gambar berikut?"",b,""Under Keel Clearance ditunjukkan oleh huruf B dalam gambar."",0,0"
"10,""Apa yang dimaksud dengan “UNDER KEEL CLEARANCE” dalam gambar berikut?"",c,""Under Keel Clearance ditunjukkan oleh huruf D dalam gambar."",0,0"
"10,""Apa yang dimaksud dengan “UNDER KEEL CLEARANCE” dalam gambar berikut?"",d,""Under Keel Clearance ditunjukkan oleh huruf C dalam gambar."",0,0"
"11,""Perwira yang bertugas di anjungan kapal sering disebut sebagai OOW. Apa arti sebenarnya dari OOW?"",a,""On official watch."",0,0"
"11,""Perwira yang bertugas di anjungan kapal sering disebut sebagai OOW. Apa arti sebenarnya dari OOW?"",b,""Officer of the Watch."",0,0"
"11,""Perwira yang bertugas di anjungan kapal sering disebut sebagai OOW. Apa arti sebenarnya dari OOW?"",c,""Operator of the watch."",0,0"
"11,""Perwira yang bertugas di anjungan kapal sering disebut sebagai OOW. Apa arti sebenarnya dari OOW?"",d,""On official watchkeeping"",0,0"
"12,""Sinyal suara apa yang harus digunakan pada peluit kapal ketika ada orang jatuh ke laut?"",a,""6 ledakan panjang berulang kali."",0,0"
"12,""Sinyal suara apa yang harus digunakan pada peluit kapal ketika ada orang jatuh ke laut?"",b,""3 ledakan panjang berulang kali."",0,0"
"12,""Sinyal suara apa yang harus digunakan pada peluit kapal ketika ada orang jatuh ke laut?"",c,""5 ledakan panjang berulang kali."",0,0"
"12,""Sinyal suara apa yang harus digunakan pada peluit kapal ketika ada orang jatuh ke laut?"",d,""4 ledakan panjang berulang kali."",0,0"
"13,""Sebuah kapal yang bergerak melalui laut yang ganas dipengaruhi oleh tekanan air di haluan yang menyebabkan efek yang dikenal sebagai “Panting”. Struktur apa di bagian depan kapal yang mengatasi efek Panting ini?"",a,""Sekat tabrakan dan geladak."",0,0"
"13,""Sebuah kapal yang bergerak melalui laut yang ganas dipengaruhi oleh tekanan air di haluan yang menyebabkan efek yang dikenal sebagai “Panting”. Struktur apa di bagian depan kapal yang mengatasi efek Panting ini?"",b,""Sekat tengah."",0,0"
"13,""Sebuah kapal yang bergerak melalui laut yang ganas dipengaruhi oleh tekanan air di haluan yang menyebabkan efek yang dikenal sebagai “Panting”. Struktur apa di bagian depan kapal yang mengatasi efek Panting ini?"",c,""Tangki dan lantai bagian bawah ganda."",0,0"
"13,""Sebuah kapal yang bergerak melalui laut yang ganas dipengaruhi oleh tekanan air di haluan yang menyebabkan efek yang dikenal sebagai “Panting”. Struktur apa di bagian depan kapal yang mengatasi efek Panting ini?"",d,""Balok dan stringer anti-panting."",0,0"
"14,""Tindakan mana yang harus dilakukan awak kapal jika ditemukan benda mencurigakan yang kemungkinan merupakan bom saat pencarian?"",a,""Letakkan benda tersebut di dalam laci atau lemari arsip."",0,0"
"14,""Tindakan mana yang harus dilakukan awak kapal jika ditemukan benda mencurigakan yang kemungkinan merupakan bom saat pencarian?"",b,""Konfirmasi dengan rekan pencari bahwa objek tersebut mencurigakan."",0,0"
"14,""Tindakan mana yang harus dilakukan awak kapal jika ditemukan benda mencurigakan yang kemungkinan merupakan bom saat pencarian?"",c,""Buang benda tersebut ke laut."",0,0"
"14,""Tindakan mana yang harus dilakukan awak kapal jika ditemukan benda mencurigakan yang kemungkinan merupakan bom saat pencarian?"",d,""Tutupi benda mencurigakan tersebut dengan kotak atau selimut."",0,0"
"15,""Panggilan R/T yang tersambung melalui operator dikenakan biaya:"",a,""Berdasarkan biaya minimum enam detik dengan kenaikan per detik."",0,0"
"15,""Panggilan R/T yang tersambung melalui operator dikenakan biaya:"",b,""Berdasarkan biaya minimum enam detik dengan kenaikan enam detik."",0,0"
"15,""Panggilan R/T yang tersambung melalui operator dikenakan biaya:"",c,""Berdasarkan biaya minimum tiga menit dengan kenaikan per menit."",0,0"
"15,""Panggilan R/T yang tersambung melalui operator dikenakan biaya:"",d,""Berdasarkan biaya minimum satu menit dengan kenaikan per menit."",0,0"
"16,""Apa arti dari pesan: “A yacht has capsized in heavy seas”?"",a,""Pesan ini berarti kapal pesiar sedang kemasukan air."",0,0"
"16,""Apa arti dari pesan: “A yacht has capsized in heavy seas”?"",b,""Pesan ini berarti kapal pesiar sedang mengalami gelombang besar dan mungkin butuh bantuan."",0,0"
"16,""Apa arti dari pesan: “A yacht has capsized in heavy seas”?"",c,""Pesan ini berarti kapal pesiar telah terbalik di laut ganas."",0,0"
"16,""Apa arti dari pesan: “A yacht has capsized in heavy seas”?"",d,""Pesan ini berarti kapal pesiar kehilangan kaptennya di laut ganas."",0,0"
"17,""Apakah aman membawa tas peralatan di tangan Anda saat menaiki tangga vertikal? Pilih opsi terbaik:"",a,""Ya, aman jika tali tas dibungkuskan pada tangga."",0,0"
"17,""Apakah aman membawa tas peralatan di tangan Anda saat menaiki tangga vertikal? Pilih opsi terbaik:"",b,""Ya, aman jika kapal tidak terlalu bergoyang."",0,0"
"17,""Apakah aman membawa tas peralatan di tangan Anda saat menaiki tangga vertikal? Pilih opsi terbaik:"",c,""Tidak aman kedua tangan seharusnya selalu digunakan untuk memanjat tangga."",0,0"
"17,""Apakah aman membawa tas peralatan di tangan Anda saat menaiki tangga vertikal? Pilih opsi terbaik:"",d,""Ya, aman asalkan tetap mempertahankan tiga titik kontak."",0,0"
"18,""EGC adalah singkatan dari:"",a,""Emergency General Ship Call."",0,0"
"18,""EGC adalah singkatan dari:"",b,""Enhanced Group Call."",0,0"
"18,""EGC adalah singkatan dari:"",c,""Exchange Geographic Call."",0,0"
"18,""EGC adalah singkatan dari:"",d,""Exchange Group Call."",0,0"
"19,""Ketika terjadi kebakaran di ruang mesin, siapa yang bertanggung jawab atas operasi pemadaman kebakaran?"",a,""Nahkoda (Captain)."",0,0"
"19,""Ketika terjadi kebakaran di ruang mesin, siapa yang bertanggung jawab atas operasi pemadaman kebakaran?"",b,""Kepala Kamar Mesin (Chief Engineer)."",0,0"
"19,""Ketika terjadi kebakaran di ruang mesin, siapa yang bertanggung jawab atas operasi pemadaman kebakaran?"",c,""Teknisi kapal yang bertugas."",0,0"
"19,""Ketika terjadi kebakaran di ruang mesin, siapa yang bertanggung jawab atas operasi pemadaman kebakaran?"",d,""Orang pertama yang tiba di lokasi."",0,0"
"20,""Apa tema utama dari praktik keselamatan modern?"",a,""Undang-undang Keselamatan dan Kesehatan Kerja."",0,0"
"20,""Apa tema utama dari praktik keselamatan modern?"",b,""Berkonsultasi dengan petugas kepala sebelum mulai bekerja."",0,0"
"20,""Apa tema utama dari praktik keselamatan modern?"",c,""Menggunakan praktik yang sama yang telah berlaku selama beberapa waktu."",0,0"
"20,""Apa tema utama dari praktik keselamatan modern?"",d,""Memanfaatkan Penilaian Risiko (Risk Assessment) sebagai sarana peningkatan keselamatan."",0,0"
"21,""Di mana posisi teoritis titik poros hidrodinamis (hydrodynamic pivot point) pada kapal yang bergerak maju dengan tingkat belok (turn rate) kecil?"",a,""Di posisi dekat buritan kapal."",0,0"
"21,""Di mana posisi teoritis titik poros hidrodinamis (hydrodynamic pivot point) pada kapal yang bergerak maju dengan tingkat belok (turn rate) kecil?"",b,""Sekitar 1/3 panjang kapal dari buritan (stern)."",0,0"
"21,""Di mana posisi teoritis titik poros hidrodinamis (hydrodynamic pivot point) pada kapal yang bergerak maju dengan tingkat belok (turn rate) kecil?"",c,""Di tengah-tengah kapal (amidships)."",0,0"
"21,""Di mana posisi teoritis titik poros hidrodinamis (hydrodynamic pivot point) pada kapal yang bergerak maju dengan tingkat belok (turn rate) kecil?"",d,""Sekitar 1/3 panjang kapal dari haluan (bow)."",0,0"
"22,""Ketika batang baja penguat dimuat di kontainer terbuka, klaim terhadap kapal kemungkinan besar muncul karena:"",a,""Kerusakan pada kontainer."",0,0"
"22,""Ketika batang baja penguat dimuat di kontainer terbuka, klaim terhadap kapal kemungkinan besar muncul karena:"",b,""Kerusakan fisik pada muatan."",0,0"
"22,""Ketika batang baja penguat dimuat di kontainer terbuka, klaim terhadap kapal kemungkinan besar muncul karena:"",c,""Muatan ternoda oleh karat, oli hidrolik, atau gemuk."",0,0"
"22,""Ketika batang baja penguat dimuat di kontainer terbuka, klaim terhadap kapal kemungkinan besar muncul karena:"",d,""Muatan tidak dimuat hingga penuh sesuai tinggi kontainer."",0,0"
"23,""Apa yang menunjukkan awal terjadinya Parametric Rolling?"",a,""Ketika dua kali periode pertemuan gelombang mendekati periode menggelinding alami kapal."",0,0"
"23,""Apa yang menunjukkan awal terjadinya Parametric Rolling?"",b,""Ketika tinggi gelombang dari haluan melebihi 6 meter."",0,0"
"23,""Apa yang menunjukkan awal terjadinya Parametric Rolling?"",c,""Ketika periode pertemuan gelombang mendekati periode menggelinding alami kapal."",0,0"
"23,""Apa yang menunjukkan awal terjadinya Parametric Rolling?"",d,""Ketika tinggi gelombang dari kuarter kiri atau kanan melebihi 6 meter."",0,0"
"24,""Apa perbedaan “Master’s night order” dengan “Master’s standing order” ?"",a,""Perintah nakhoda bersifat sesuai situasi (berubah), dengan perintah nakhoda bersifat tetap"",0,0"
"24,""Apa perbedaan “Master’s night order” dengan “Master’s standing order” ?"",b,""Perintah nakhoda yang sifat sesuai situasi (berubah), dengan perintah nakhoda yang wajib dilaksanakan"",0,0"
"24,""Apa perbedaan “Master’s night order” dengan “Master’s standing order” ?"",c,""Perintah nakhoda yang bersifat tetap, dengan perintah nakhoda yang wajib dilaksanakan"",0,0"
"24,""Apa perbedaan “Master’s night order” dengan “Master’s standing order” ?"",d,""Perintah nakhoda bersifat sementara, dengan perintah nakhoda yang tidak tetap"",0,0"
"25,""Apa yang anda ketahui tentang “Master’s night order”?"",a,""Perintah nakhoda kepada petugas dinas jaga anjungan setiap malamnya"",0,0"
"25,""Apa yang anda ketahui tentang “Master’s night order”?"",b,""Perintah nakhoda kepada petugas dinas jaga anjungan setiap saat"",0,0"
"25,""Apa yang anda ketahui tentang “Master’s night order”?"",c,""Perintah nakhoda kepada petugas dinas jaga anjungan selama dalam pelayaran"",0,0"
"25,""Apa yang anda ketahui tentang “Master’s night order”?"",d,""Perintah nakhoda kepada petugas dinas jaga anjungan nakhoda tersebut diatas kapal"",0,0"
"26,""Muatan bahan peledak yang dibawa dalam kontainer membutuhkan perlindungan maksimum terhadap:"",a,""Bahan peledak lain di sekitarnya."",0,0"
"26,""Muatan bahan peledak yang dibawa dalam kontainer membutuhkan perlindungan maksimum terhadap:"",b,""Zat korosif."",0,0"
"26,""Muatan bahan peledak yang dibawa dalam kontainer membutuhkan perlindungan maksimum terhadap:"",c,""Sambaran petir."",0,0"
"26,""Muatan bahan peledak yang dibawa dalam kontainer membutuhkan perlindungan maksimum terhadap:"",d,""Gas beracun"",0,0"
"27,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",a,""Menggambar garis singgung dari titik tertinggi kurva ke sumbu X dan mengukurnya dalam meter."",0,0"
"27,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",b,""Nilai dalam meter dari sumbu X pada titik di mana kurva berubah dari cekung menjadi cembung."",0,0"
"27,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",c,""Dengan menggambar garis singgung pada kurva yang melewati titik asal dan membuat garis tegak lurus melalui sudut kemiringan 57,3 derajat."",0,0"
"27,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",d,""Tidak mungkin menentukan nilai GM dari kurva tuas pemulih (righting levers)."",0,0"
"28,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",a,""Dengan menggambar garis singgung pada kurva yang melewati titik asal dan membuat garis tegak lurus melalui sudut kemiringan 57,3 derajat."",0,0"
"28,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",b,""Dengan menggambar garis singgung dari titik tertinggi kurva ke sumbu X dan mengukurnya dalam satuan meter."",0,0"
"28,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",c,""Nilai dalam meter dari titik X di mana kurva berubah dari bentuk cekung ke cembung."",0,0"
"28,""Bagaimana cara mendapatkan nilai pendekatan dari Tinggi Metasentris transversal awal (GM) dari Kurva Stabilitas Statis (GZ curve)?"",d,""Tidak mungkin menentukan nilai GM dari kurva momen pemulih (righting levers)."",0,0"
"29,""(C/O) Jika twist lock ditemukan retak di bagian bawah, maka harus:"",a,""Dikeluarkan dari layanan."",0,0"
"29,""(C/O) Jika twist lock ditemukan retak di bagian bawah, maka harus:"",b,""Diperbaiki di kapal dan digunakan kembali."",0,0"
"29,""(C/O) Jika twist lock ditemukan retak di bagian bawah, maka harus:"",c,""Hanya digunakan pada lapisan terbawah di geladak."",0,0"
"29,""(C/O) Jika twist lock ditemukan retak di bagian bawah, maka harus:"",d,""Hanya digunakan untuk penyimpanan kontainer bawah deck."",0,0"
"30,""(C/O) Integritas tahan api dari setiap sekat (bulkhead) harus dipertahankan:"",a,""Hanya pada bagian sekat yang padat dan berkesinambungan."",0,0"
"30,""(C/O) Integritas tahan api dari setiap sekat (bulkhead) harus dipertahankan:"",b,""Hingga 5 meter di bawah permukaan geladak."",0,0"
"30,""(C/O) Integritas tahan api dari setiap sekat (bulkhead) harus dipertahankan:"",c,""Hingga 5 meter di atas permukaan geladak."",0,0"
"30,""(C/O) Integritas tahan api dari setiap sekat (bulkhead) harus dipertahankan:"",d,""Pada bukaan dan penetrasi."",0,0"
"31,""“Parametric Rollin” pada kapal kontainer menghasilkan:"",a,""Peningkatan sudut olengan secara bertahap di laut hadap (head sea)."",0,0"
"31,""“Parametric Rollin” pada kapal kontainer menghasilkan:"",b,""Terjadinya sudut kemiringan besar yang tidak terduga akibat laut samping."",0,0"
"31,""“Parametric Rollin” pada kapal kontainer menghasilkan:"",c,""Terjadinya secara tiba-tiba sudut olengan besar di laut samping (beam seas)."",0,0"
"31,""“Parametric Rollin” pada kapal kontainer menghasilkan:"",d,""Gerakan oleng tidak stabil besar yang tiba-tiba terjadi di laut hadap atau buritan."",0,0"
"32,""Mengapa sangat penting bagi kapal kontainer untuk memiliki kapasitas ballast yang besar dan pompa ballast berkuatan tinggi?"",a,""Karena penting untuk menjaga kapal sesuai dengan ketentuan pemuatan internasional."",0,0"
"32,""Mengapa sangat penting bagi kapal kontainer untuk memiliki kapasitas ballast yang besar dan pompa ballast berkuatan tinggi?"",b,""Karena penting untuk menjaga posisi kapal tetap tegak selama perjalanan muatan."",0,0"
"32,""Mengapa sangat penting bagi kapal kontainer untuk memiliki kapasitas ballast yang besar dan pompa ballast berkuatan tinggi?"",c,""Karena dibutuhkan untuk memuat ballast saat bongkar muat."",0,0"
"32,""Mengapa sangat penting bagi kapal kontainer untuk memiliki kapasitas ballast yang besar dan pompa ballast berkuatan tinggi?"",d,""Diperlukan untuk melakukan trim kapal dan mengimbangi pembengkokan memanjang."",0,0"
"33,""Jika kapal Anda dilengkapi dengan kawat pada winch """"split drum"""" yang dapat menyimpan sendiri, apa keuntungan dari winch tipe ini?"",a,""Semua alternatif yang disebutkan."",0,0"
"33,""Jika kapal Anda dilengkapi dengan kawat pada winch """"split drum"""" yang dapat menyimpan sendiri, apa keuntungan dari winch tipe ini?"",b,""Peningkatan daya rem karena kawat bisa dililitkan dalam satu lapisan pada drum."",0,0"
"33,""Jika kapal Anda dilengkapi dengan kawat pada winch """"split drum"""" yang dapat menyimpan sendiri, apa keuntungan dari winch tipe ini?"",c,""Mengurangi kemungkinan kawat tersangkut di gulungan."",0,0"
"33,""Jika kapal Anda dilengkapi dengan kawat pada winch """"split drum"""" yang dapat menyimpan sendiri, apa keuntungan dari winch tipe ini?"",d,""Tidak menyebabkan kawat terjepit atau hancur."",0,0"
"34,""Tingkat pertama kontainer di bawah geladak, pada kapal kontainer non-seluler, biasanya dimuat:"",a,""Di atas bantalan (dunnage) yang diletakkan langsung di bawah rel bagian bawah kontainer."",0,0"
"34,""Tingkat pertama kontainer di bawah geladak, pada kapal kontainer non-seluler, biasanya dimuat:"",b,""Langsung di atas tangki."",0,0"
"34,""Tingkat pertama kontainer di bawah geladak, pada kapal kontainer non-seluler, biasanya dimuat:"",c,""Di atas bantalan (dunnage) yang diletakkan melintang di atas tangki."",0,0"
"34,""Tingkat pertama kontainer di bawah geladak, pada kapal kontainer non-seluler, biasanya dimuat:"",d,""Di atas bantalan (dunnage) yang diletakkan secara membujur di atas tangki."",0,0"
"35,""Pernyataan mana yang salah terkait muatan IMDG Kelas 2?"",a,""Barang-barang ini memerlukan perlindungan dari panas."",0,0"
"35,""Pernyataan mana yang salah terkait muatan IMDG Kelas 2?"",b,""Barang-barang ini harus disimpan di lokasi yang terlindungi."",0,0"
"35,""Pernyataan mana yang salah terkait muatan IMDG Kelas 2?"",c,""Barang-barang ini memerlukan perlindungan terhadap akumulasi uap berbahaya."",0,0"
"35,""Pernyataan mana yang salah terkait muatan IMDG Kelas 2?"",d,""Barang-barang ini memerlukan perlindungan terhadap kelembaban."",0,0"
"36,""Pengelasan dan pembakaran termasuk faktor yang memiliki risiko kebakaran tertinggi di kapal. Tindakan pencegahan harus diambil untuk menghindari risiko ini. Aturan keselamatan mana yang paling penting?"",a,""Hanya menggunakan elektroda dari produsen terkenal."",0,0"
"36,""Pengelasan dan pembakaran termasuk faktor yang memiliki risiko kebakaran tertinggi di kapal. Tindakan pencegahan harus diambil untuk menghindari risiko ini. Aturan keselamatan mana yang paling penting?"",b,""Hanya pemegang sertifikat las yang diizinkan melakukan pengelasan di kapal."",0,0"
"36,""Pengelasan dan pembakaran termasuk faktor yang memiliki risiko kebakaran tertinggi di kapal. Tindakan pencegahan harus diambil untuk menghindari risiko ini. Aturan keselamatan mana yang paling penting?"",c,""Tukang las harus mendapat pelatihan dalam penggunaan peralatan las kapal."",0,0"
"36,""Pengelasan dan pembakaran termasuk faktor yang memiliki risiko kebakaran tertinggi di kapal. Tindakan pencegahan harus diambil untuk menghindari risiko ini. Aturan keselamatan mana yang paling penting?"",d,""Peralatan las listrik harus dikendalikan oleh insinyur yang bertanggung jawab sebelum digunakan."",0,0"
"37,""Pernyataan mana yang paling tepat menggambarkan kerusakan pada pelat lambung kapal?"",a,""Kapal saya mengalami kerusakan pada pelat lambung di bawah garis air di area ruang muat No. 3 sisi kanan (starboard)."",0,0"
"37,""Pernyataan mana yang paling tepat menggambarkan kerusakan pada pelat lambung kapal?"",b,""Kapal saya mengalami kerusakan pada pelat lambung di area ruang muat No. 3."",0,0"
"37,""Pernyataan mana yang paling tepat menggambarkan kerusakan pada pelat lambung kapal?"",c,""Kapal saya mengalami kerusakan pada pelat lambung di bawah garis air."",0,0"
"37,""Pernyataan mana yang paling tepat menggambarkan kerusakan pada pelat lambung kapal?"",d,""Kapal saya mengalami kerusakan pada pelat lambung di atas garis air."",0,0"
"38,""Saat derrick atau crane kapal mengangkat beban dari dek, dari posisi manakah pusat gravitasi beban dianggap bekerja?"",a,""Dari posisi di deck tempat beban diangkat."",0,0"
"38,""Saat derrick atau crane kapal mengangkat beban dari dek, dari posisi manakah pusat gravitasi beban dianggap bekerja?"",b,""Dari kepala derrick atau crane."",0,0"
"38,""Saat derrick atau crane kapal mengangkat beban dari dek, dari posisi manakah pusat gravitasi beban dianggap bekerja?"",c,""Dari pusat beban yang diangkat."",0,0"
"38,""Saat derrick atau crane kapal mengangkat beban dari dek, dari posisi manakah pusat gravitasi beban dianggap bekerja?"",d,""Dari posisi di deck di dasar derrick atau crane."",0,0"
